sha256,representative_path,active_script_group,active_closure_group,active_copy_count,all_copy_count,disposition,candidate_ids,basis,measurement_method,authority,source_metadata_role,static_flags,review_depth
41e7d324f144855e064bbfb4ada8b148ec58ad9d9a9536c820c45fe367249d00,submodules/create-yss-strategic-design/src/template-hash.js,False,True,1,1,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4209eeb6e44f0bd35118f824c3f411b6f9a98c90ecf9dc2f63751575aab7d9ae,submodules/yss-harness-backend-agent/scripts/lib/harness-execution-scope.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
42a609c34038bf4f7ff4a305a16ffb82be5f7c475dcafd42eac06afd97f51bc7,submodules/yss-harness-dev-agent/scripts/lib/lifecycle-transition.mjs,True,False,3,3,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
449b3786b9c261d08e98dd4685dffec826215c1a004804652887ebe62050de6c,.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,True,False,2,9,candidate,P10,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
45a6a54ef4d2d568af48dd24d1107c8d4416a999be93a3184d9ea50482e86e04,submodules/yss-harness-dev-agent/scripts/verify-repository-scope-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": true, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
45cb98a29a6e7a3cad8bd7cd96505318410cd4c240d30bc4e0fe7cf2334bcaf8,submodules/yss-harness-dev-agent/scripts/lib/skill-registry.mjs,True,False,4,4,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
46233019073fa84566ae46bdf57092540879a7283adc0d7b103a3bd6f0e7fe34,scripts/verify-user-decision,True,False,5,5,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
477b1af17e538328e28c1093104f9bda6797ce68f2edc635b94033bdec34b77b,.template-source/cli-core/cli.mjs,False,True,3,3,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
47dfb4a60fe354c3f51aeecdaffc392668c9559f035771eff21e4261b6ef1a6e,submodules/yss-harness-dev-agent/scripts/lib/lifecycle-registry.mjs,True,False,4,5,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
483eb1aebd4a761748280cf1c87d078162a4d8760b518b3fceeaa297629d2d71,.agents/skills/yss-design-system/scripts/validate-frontmatter.mjs,True,False,7,36,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
486bac492f2b0b33d670f0a188b8f70da6f49860f2681ae98d9aa516328f6b89,submodules/yss-harness-frontend-agent/scripts/verify-repository-scope-scenarios,True,False,1,1,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": true, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4a4ee3d44ecace6556cef828ecd9e6b399dbf4c891d340f219dd8f91c74ddd86,submodules/yss-harness-design-agent/scripts/lib/maintenance-intensity.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4bcb69e8dd32b016211d5d44bad16ca413f002f24ad6cf0cd3fc4f426589a562,scripts/prepare-maintenance-review,True,False,2,2,static-no-confirmed-hotspot,,维护冻结/证据路径；大diff或候选包需RSS规模测量，非日常产品流程优先项,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c0a124db8292449d69b76a4e2c233200f6f89dbfa65a3a9df7ecca2a832711d,scripts/verify-lifecycle-transition-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c149e2a0d5de2a6149ef0b7561641391459b8830c61e78451c7deb9c31c7946,submodules/yss-harness-backend-agent/scripts/lib/entry-alignment.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c5c89e66bd71383d8e99a7711370728d0fcf463644977a2af3b14b496dd1ffd,scripts/lib/maintenance-candidate.mjs,True,False,2,2,static-no-confirmed-hotspot,,维护冻结/证据路径；大diff或候选包需RSS规模测量，非日常产品流程优先项,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c70e74933aa37ad5c6f02c1989ce1544eea956fed61b18bf7e1fd949dd135ac,scripts/node-generate-lifecycle-artifacts.mjs,True,False,8,9,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c75c85e6df14752fdecb1a2a8fd23e566b716b9dedaf88e1c11c584703f41d7,submodules/yss-harness-backend-agent/scripts/lib/skill-governance.mjs,True,False,1,1,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4c84d493b7e97be66021046c6a2cd7f3594a22d707d8ea0220a7a3e1394c49fa,.agents/skills/yss-stage-decision/scripts/validate-domain-strategy.mjs,True,False,4,16,candidate-caller,P02,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4cf8decf1dda01884193aa478fe17a4ae55511bc97319a41e778dbc4c36fcbe6,scripts/lib/lifecycle-context-query.mjs,True,False,2,2,candidate,P03,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4d209fdc4933ecf11a6e52fb2c685d082991f6cf89950a88ee8f35da26270d04,submodules/yss-harness-design-agent/scripts/lib/skill-supply-chain.mjs,True,False,2,2,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4d2e808e69508077576a0e2a4d2b71877640ebec0c73cf31ef66df7ed2eefb09,scripts/sync-skills,True,False,8,9,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
4e66c4b87045a09df882e6162d912b5fa574f134b084c1123466e19476dbbf7b,scripts/lib/strategic-handoff-io.mjs,True,False,8,8,candidate,"P01,P09",直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
4ebc354fe9086df45e1bffcbbdab11ec341c5b03d2d8effce2c84c99e9e9a514,scripts/verify-frontend-delivery-scenarios,True,False,6,6,candidate,P05,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
50176ffb0d1a4f5c936b0f7c621b25351fabbc97fa91d9cadc8d03c5d0fb3fcf,.agents/skills/yss-frontend-scaffold-generator/scripts/scaffold-generator.test.mjs,True,False,2,9,candidate,P10,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
50186fa4c660dd9c2a6793ee05d88f91bc600190ff7d856b384698cff1b27a1d,scripts/verify-plan-spec-entry-scenarios,True,False,4,4,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
50a5f9887c9e0399763880b8950935cdaba44fd4a80014228307fccdd1eb376d,submodules/yss-harness-dev-agent/.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,True,False,3,10,candidate-caller,P10,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5145de8c43d10527a86fe30efc65530828f452a5276f38feaea1fabce5c44f70,submodules/yss-harness-design-agent/scripts/lib/lifecycle-context-query.mjs,True,False,2,2,candidate-caller,P03,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
519d2372284c76b436dbd61627896d6eca8c2b960c61eb2a94c8a1b684b3100a,.agents/skills/yss-prototype-stage/tests/run-scenarios.mjs,False,True,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
52b19a4506f20139a3187b25285d56189a7cec9f6ace0be51fdec6df8ce724e5,scripts/strategic-handoff,True,False,8,8,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
534c8005977d8e4a4cf93452748299ae41e3f9f47edf444cb365b5f398374604,scripts/lib/lifecycle-transition.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
53a9c08059180a1175f7386b016e6ca1b53aa6933eecd6559a6d45166336343a,.agents/skills/llm-wiki/scripts/inventory.test.mjs,True,False,8,34,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
53e069682e7d201ad1c1eaf6b5d6ec5e724f99c7085419795a78f6b3af5c47fc,submodules/yss-harness-dev-agent/scripts/verify-harness-profile-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5486e48ce89a9b67baa5a8f9dffbf57290a8a815b6f5e3393dd2e137151c86d6,submodules/yss-harness-dev-agent/scripts/verify-harness-profile,True,False,4,5,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
5610b737b8be2b328ce78dc7af434a4e63c06c5c3df80109a6e5072d64fd1cb0,scripts/lib/implementation-contract-compiler.mjs,True,False,5,5,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5680fa19e70a56b23103949c688e06967938cb4dfac6be1722802e13d96c0dc5,.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,True,False,2,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
573a99beba961276c13ae80d05e65f4f1a729148b95fc11f6616373ed09bceec,scripts/lib/skill-governance.mjs,True,False,2,2,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
58c510627769ef4e75e90bcf410d63ba33e64b46bc9cfc53149839d5ccb1709b,scripts/vendor/yaml.mjs,True,True,11,12,vendor-bundle-do-not-hand-optimize,,锁定第三方生成bundle；改调用频率/构建源，禁止手改bundle,记录解析总时间、次数和字节；依赖升级走现有vendor一致性验证,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5b53339d10acc2ee2e39bb3cc26fd8ed24ed9aa9532e3d779b64b58f347a918e,submodules/yss-harness-dev-agent/.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,True,False,3,10,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5b86f60bd6607c580e1d2daaf181a129d81c3293310b3c7f38eda6435b8520b5,.agents/skills/archify/scripts/check-render-output.mjs,True,False,6,26,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5c2ab0bb26de6f23e000bd1f429f12e3e8c9128d604e0a4ab0da672283f560cc,.agents/skills/yss-layered-mvc-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,True,False,5,17,candidate-caller,P10,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5d4689e38faa2c77c573fc7db7f2d60f12496c9212b95d0a1446fee36ea30484,.agents/skills/yss-layered-mvc-scaffold-generator/scripts/scaffold-generator.test.mjs,True,False,2,8,candidate,P10,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5d9a87eb7a9f23c7e0c8667165895648b45af97779b5f8a667cd654cf5ad1def,scripts/lib/backend-delivery.mjs,True,False,8,8,candidate,P09,直接引用源码已人工核对,见关联候选验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
5e3854957abbe9ce748a3f0dc2fa05ef4badf353149b25bdfa086b6956d5477f,submodules/yss-harness-design-agent/scripts/verify-yss-router-scenarios,True,False,1,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
5e4e437d54e67cce9dd380974744605bd149c71939c5f01e3ea4719c79911d0f,.agents/skills/yss-research/scripts/validate-research-package.mjs,True,False,4,16,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
620fb21980b55a0b1ca0addbc523008ae4d6ca93bd41e464eaa0a216fd284755,.agents/skills/yss-mvc-scaffold-generator/scripts/lib/envelope.test.mjs,True,False,2,8,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,test,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
621684521806469c44f243b27bddd18f5e74a155e62770ef0a0f03e43919fe50,submodules/yss-harness-dev-agent/scripts/lib/maintenance-intensity.mjs,True,False,4,5,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
631d2efe01a9345ce3775d99e7656af084a04b7921cc22330a2445fd26e3d916,.agents/skills/yss-mvc-data-analysis-project-initializer/scripts/run_scaffold_verification.mjs,True,False,5,17,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
63618779f60200a278e35dff67fe0a8def5e73cb9762c8967d1d80e54171f3b7,.agents/skills/yss-cache/scripts/check-skill-freshness.sh,True,False,5,25,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
6450a72d66087ad3ea40dd4c52bf13b6399c8d5ba1c9c6ce91dab9537339d648,scripts/lib/maintenance-review-workflow.mjs,True,False,2,2,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
654b52b4c1b3983e3abfcf76ca4b63cee20886c24f5081694a8eba059847a7c3,submodules/yss-harness-dev-agent/scripts/lib/skill-supply-chain.mjs,True,False,2,2,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
65e1aac409e36af0fa6fba758730f91349ecde1932f200ab6e83d72b01630c1d,scripts/verify-implementation-path-scenarios,True,False,7,8,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
65f96fec6b786374d2ffc341bd7e3c9e42bb6a850ebfba476c9fc574b7655ef4,scripts/lib/implementation-path-policy.mjs,True,False,7,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
660ac33cc237b783260fffa6546358cf2ef61d70f68281871807ab75d6fc7729,scripts/verify-prototype-backend-scaffold-scenarios,True,False,7,8,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
671a1c19d324361f3ca60b754c97eca6bca83c25077c83d4cfbc94ee174f20fa,scripts/verify-strategic-context-import-scenarios,True,False,8,8,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
68e96b006e3f2c856c1cde796798f593520d69980b5ce2fec73441acf874f6d3,submodules/yss-harness-dev-agent/scripts/verify-digital-human-roles-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof
6a3f6465a5b65c630aa5041d5f6d28e70015b2ce27ae29499971077bcb3236ae,scripts/backend-delivery,True,False,8,8,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof
